Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Tenure Group,Income Group
34,No,Travel_Rarely,Research & Development,7,Medical,1,1577,Male,1,Research Scientist,4,Single,2972,1,No,13,3,3,1,1,1,0,0,0,Adult,0-2 Years,Low
55,No,Travel_Rarely,Sales,26,Marketing,1,1578,Male,5,Manager,4,Married,19586,1,No,21,4,3,36,3,36,6,2,13,Elder,10+ Years,High
34,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1580,Male,2,Research Scientist,4,Married,5484,9,No,17,3,2,9,2,2,2,2,1,Adult,0-2 Years,Medium
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1581,Female,1,Research Scientist,4,Married,2061,1,No,21,4,1,1,3,1,0,0,0,Adult,0-2 Years,Low
38,No,Travel_Rarely,Sales,14,Life Sciences,1,1582,Male,2,Sales Executive,2,Married,9924,0,No,11,3,4,10,3,9,8,7,7,Adult,6-10 Years,Medium
38,No,Travel_Rarely,Sales,16,Life Sciences,1,1583,Female,2,Sales Executive,2,Single,4198,2,No,12,3,2,8,4,3,2,1,2,Adult,3-5 Years,Low
36,No,Travel_Rarely,Sales,1,Life Sciences,1,1585,Female,2,Sales Executive,3,Single,6815,6,No,13,3,1,15,3,1,0,0,0,Adult,0-2 Years,Medium
29,No,Travel_Rarely,Research & Development,3,Medical,1,1586,Male,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,4,10,3,10,9,1,5,Adult,6-10 Years,Low
35,No,Travel_Rarely,Research & Development,10,Medical,1,1587,Female,2,Healthcare Representative,3,Single,6142,3,Yes,16,3,3,10,3,5,2,0,4,Adult,3-5 Years,Medium
39,No,Travel_Rarely,Sales,6,Medical,1,1588,Male,3,Sales Executive,3,Married,8237,2,No,11,3,1,11,3,7,6,7,6,Adult,6-10 Years,Medium
29,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1590,Male,2,Healthcare Representative,4,Divorced,8853,1,No,19,3,4,6,4,6,4,1,3,Adult,6-10 Years,Medium
50,No,Travel_Rarely,Sales,9,Marketing,1,1591,Male,5,Manager,3,Married,19331,4,Yes,16,3,3,27,3,1,0,0,0,Elder,0-2 Years,High
23,No,Travel_Rarely,Research & Development,10,Technical Degree,1,1592,Male,1,Research Scientist,3,Married,2073,2,No,16,3,4,4,3,2,2,2,2,Young Adult,0-2 Years,Low
36,No,Travel_Frequently,Research & Development,6,Life Sciences,1,1594,Male,2,Laboratory Technician,1,Married,5562,3,Yes,13,3,4,9,3,3,2,0,2,Adult,3-5 Years,Medium
42,No,Travel_Rarely,Research & Development,9,Other,1,1595,Male,5,Manager,4,Single,19613,8,No,22,4,4,24,3,1,0,0,1,Adult,0-2 Years,High
35,No,Travel_Rarely,Research & Development,28,Life Sciences,1,1596,Male,2,Laboratory Technician,3,Married,3407,1,No,17,3,4,10,2,10,9,6,8,Adult,6-10 Years,Low
34,No,Travel_Frequently,Research & Development,10,Technical Degree,1,1597,Male,2,Healthcare Representative,3,Married,5063,1,No,14,3,2,8,2,8,2,7,7,Adult,6-10 Years,Medium
40,No,Travel_Rarely,Sales,14,Life Sciences,1,1598,Female,2,Sales Executive,1,Married,4639,1,No,15,3,3,5,3,5,4,1,2,Adult,3-5 Years,Low
43,No,Travel_Rarely,Research & Development,27,Technical Degree,1,1599,Male,1,Laboratory Technician,2,Divorced,4876,5,No,12,3,3,8,3,6,4,0,2,Adult,6-10 Years,Low
35,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1601,Male,1,Laboratory Technician,4,Married,2690,1,No,18,3,4,1,2,1,0,0,1,Adult,0-2 Years,Low
46,No,Travel_Rarely,Sales,1,Life Sciences,1,1602,Male,4,Manager,1,Single,17567,1,No,15,3,2,27,1,26,0,0,12,Elder,10+ Years,High
28,Yes,Travel_Rarely,Research & Development,24,Medical,1,1604,Male,1,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,1,1,0,0,Adult,0-2 Years,Low
22,No,Non-Travel,Research & Development,26,Other,1,1605,Female,1,Research Scientist,3,Married,2814,1,Yes,14,3,2,4,2,4,2,1,3,Young Adult,3-5 Years,Low
50,No,Travel_Frequently,Research & Development,20,Medical,1,1606,Male,4,Healthcare Representative,3,Married,11245,2,Yes,15,3,3,32,3,30,8,12,13,Elder,10+ Years,High
32,No,Travel_Rarely,Research & Development,5,Other,1,1607,Female,1,Research Scientist,4,Married,3312,3,No,17,3,4,6,3,3,2,0,2,Adult,3-5 Years,Low
44,No,Travel_Rarely,Research & Development,7,Medical,1,1608,Female,5,Research Director,4,Divorced,19049,0,Yes,14,3,4,23,2,22,7,1,10,Adult,10+ Years,High
30,No,Travel_Rarely,Research & Development,7,Medical,1,1609,Male,1,Research Scientist,2,Married,2141,1,No,12,3,2,6,2,6,4,1,1,Adult,6-10 Years,Low
45,No,Travel_Rarely,Research & Development,5,Medical,1,1611,Female,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,1,10,3,10,7,1,4,Elder,6-10 Years,Medium
45,No,Non-Travel,Sales,26,Marketing,1,1612,Male,2,Sales Executive,1,Married,4385,1,No,15,3,1,10,3,10,7,4,5,Elder,6-10 Years,Low
31,No,Travel_Frequently,Sales,2,Other,1,1613,Male,2,Sales Executive,1,Single,5332,7,No,13,3,4,10,3,5,2,0,3,Adult,3-5 Years,Medium
36,No,Travel_Rarely,Research & Development,12,Life Sciences,1,1614,Female,2,Manufacturing Director,3,Married,4663,9,Yes,12,3,2,7,3,3,2,1,1,Adult,3-5 Years,Low
34,No,Travel_Frequently,Research & Development,10,Life Sciences,1,1615,Male,2,Manufacturing Director,4,Divorced,4724,1,No,13,3,1,9,3,9,7,7,2,Adult,6-10 Years,Low
49,No,Travel_Rarely,Research & Development,25,Life Sciences,1,1617,Female,1,Laboratory Technician,1,Married,3211,1,No,14,3,4,10,2,9,6,1,4,Elder,6-10 Years,Low
39,No,Travel_Rarely,Research & Development,10,Medical,1,1618,Male,2,Manufacturing Director,1,Married,5377,2,No,13,3,4,10,3,7,7,7,7,Adult,6-10 Years,Medium
27,No,Travel_Rarely,Research & Development,19,Other,1,1619,Male,1,Laboratory Technician,1,Divorced,4066,1,No,11,3,1,7,3,7,7,0,7,Adult,6-10 Years,Low
35,No,Travel_Rarely,Research & Development,18,Life Sciences,1,1621,Male,2,Research Scientist,1,Married,5208,1,No,11,3,4,16,3,16,15,1,10,Adult,10+ Years,Medium
28,No,Travel_Rarely,Research & Development,27,Medical,1,1622,Female,2,Manufacturing Director,1,Divorced,4877,0,No,21,4,2,6,2,5,3,0,0,Adult,3-5 Years,Low
21,No,Travel_Rarely,Research & Development,5,Medical,1,1623,Male,1,Research Scientist,4,Single,3117,1,No,18,3,3,3,3,2,2,2,2,Young Adult,0-2 Years,Low
18,Yes,Travel_Frequently,Sales,3,Medical,1,1624,Female,1,Sales Representative,4,Single,1569,1,Yes,12,3,3,0,4,0,0,0,0,Young Adult,0-2 Years,Low
47,No,Travel_Rarely,Human Resources,26,Life Sciences,1,1625,Female,5,Manager,3,Married,19658,3,No,11,3,3,27,3,5,2,1,0,Elder,3-5 Years,High
39,No,Travel_Rarely,Research & Development,3,Medical,1,1627,Male,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,4,11,3,10,8,0,7,Adult,6-10 Years,Low
40,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1628,Female,3,Manufacturing Director,3,Married,10435,1,No,13,3,4,18,3,18,15,14,12,Adult,10+ Years,High
35,No,Non-Travel,Research & Development,8,Life Sciences,1,1630,Female,2,Healthcare Representative,3,Married,4148,1,No,12,3,4,15,3,14,11,2,9,Adult,10+ Years,Low
37,No,Travel_Rarely,Research & Development,19,Life Sciences,1,1631,Male,2,Manufacturing Director,3,Married,5768,3,No,17,3,1,9,2,4,3,0,2,Adult,3-5 Years,Medium
39,No,Travel_Frequently,Research & Development,4,Medical,1,1633,Female,2,Manufacturing Director,3,Single,5042,0,No,13,3,4,10,1,9,2,3,8,Adult,6-10 Years,Medium
45,No,Travel_Rarely,Research & Development,2,Other,1,1635,Female,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,1,10,3,10,7,3,9,Elder,6-10 Years,Medium
38,No,Travel_Rarely,Research & Development,2,Medical,1,1638,Female,3,Manufacturing Director,3,Married,7756,3,Yes,19,3,4,10,4,5,4,0,2,Adult,3-5 Years,Medium
35,Yes,Travel_Rarely,Sales,10,Medical,1,1639,Male,3,Sales Executive,1,Married,10306,9,No,17,3,3,15,3,13,12,6,0,Adult,10+ Years,High
37,No,Travel_Rarely,Research & Development,10,Medical,1,1640,Female,1,Research Scientist,2,Married,3936,1,No,11,3,1,8,1,8,4,7,7,Adult,6-10 Years,Low
40,No,Travel_Rarely,Research & Development,16,Life Sciences,1,1641,Female,3,Manufacturing Director,4,Single,7945,6,Yes,15,3,4,18,2,4,2,3,3,Adult,3-5 Years,Medium
44,No,Travel_Frequently,Human Resources,1,Human Resources,1,1642,Male,2,Human Resources,4,Married,5743,4,Yes,11,3,3,14,3,10,7,0,2,Adult,6-10 Years,Medium
48,No,Travel_Frequently,Research & Development,4,Medical,1,1644,Male,4,Manager,4,Married,15202,2,No,25,4,2,23,3,2,2,2,2,Elder,0-2 Years,High
35,Yes,Travel_Rarely,Sales,15,Medical,1,1645,Male,2,Sales Executive,4,Divorced,5440,6,Yes,14,3,4,7,2,2,2,2,2,Adult,0-2 Years,Medium
24,No,Travel_Frequently,Research & Development,2,Technical Degree,1,1646,Female,1,Research Scientist,4,Single,3760,1,Yes,13,3,3,6,3,6,3,1,3,Young Adult,6-10 Years,Low
27,No,Travel_Rarely,Research & Development,8,Medical,1,1647,Female,1,Research Scientist,3,Married,3517,7,No,17,3,1,5,3,3,2,0,2,Adult,3-5 Years,Low
27,No,Travel_Frequently,Research & Development,2,Medical,1,1648,Male,1,Research Scientist,4,Single,2580,2,No,13,3,3,6,2,4,2,1,2,Adult,3-5 Years,Low
40,Yes,Travel_Rarely,Research & Development,7,Life Sciences,1,1649,Male,1,Laboratory Technician,1,Single,2166,3,Yes,14,3,2,10,1,4,2,0,3,Adult,3-5 Years,Low
29,No,Travel_Rarely,Sales,10,Medical,1,1650,Male,2,Sales Executive,3,Single,5869,9,No,11,3,3,8,3,5,2,1,4,Adult,3-5 Years,Medium
36,No,Travel_Rarely,Research & Development,5,Life Sciences,1,1651,Female,3,Healthcare Representative,1,Married,8008,4,No,12,3,3,9,3,3,2,0,2,Adult,3-5 Years,Medium
25,No,Travel_Frequently,Research & Development,2,Life Sciences,1,1653,Male,2,Manufacturing Director,3,Divorced,5206,1,No,17,3,3,7,3,7,7,0,7,Adult,6-10 Years,Medium
39,No,Travel_Rarely,Research & Development,12,Medical,1,1654,Male,2,Manufacturing Director,2,Married,5295,4,No,21,4,3,7,3,5,4,1,0,Adult,3-5 Years,Medium
49,No,Travel_Rarely,Research & Development,22,Other,1,1655,Female,4,Research Director,2,Married,16413,3,No,16,3,2,27,3,4,2,1,2,Elder,3-5 Years,High
50,No,Travel_Rarely,Research & Development,17,Life Sciences,1,1656,Female,3,Research Director,1,Divorced,13269,5,No,15,3,3,19,3,14,11,1,11,Elder,10+ Years,High
20,No,Travel_Rarely,Sales,2,Medical,1,1657,Female,1,Sales Representative,3,Single,2783,1,No,19,3,1,2,3,2,2,2,2,Young Adult,0-2 Years,Low
34,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1658,Female,2,Research Scientist,2,Divorced,5433,1,No,12,3,3,11,3,11,8,7,9,Adult,10+ Years,Medium
36,No,Travel_Rarely,Research & Development,7,Life Sciences,1,1659,Male,1,Laboratory Technician,2,Single,2013,2,No,11,3,3,15,3,4,3,1,3,Adult,3-5 Years,Low
49,No,Travel_Rarely,Research & Development,6,Life Sciences,1,1661,Female,4,Healthcare Representative,3,Married,13966,2,Yes,19,3,2,30,3,15,11,2,12,Elder,10+ Years,High
36,No,Non-Travel,Research & Development,1,Medical,1,1662,Female,2,Manufacturing Director,3,Married,4374,0,No,15,3,3,4,3,3,2,1,2,Adult,3-5 Years,Low
36,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1664,Male,2,Healthcare Representative,1,Divorced,6842,6,No,20,4,1,13,3,5,4,0,4,Adult,3-5 Years,Medium
54,No,Travel_Rarely,Research & Development,22,Medical,1,1665,Female,4,Manager,3,Married,17426,3,No,25,4,3,36,3,10,8,4,7,Elder,6-10 Years,High
43,No,Travel_Rarely,Research & Development,15,Life Sciences,1,1666,Male,4,Research Director,3,Married,17603,1,No,24,4,1,14,3,14,10,6,11,Adult,10+ Years,High
35,Yes,Travel_Frequently,Sales,12,Other,1,1667,Male,2,Sales Executive,4,Single,4581,3,Yes,24,4,1,13,4,11,9,6,7,Adult,10+ Years,Low
38,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1668,Male,2,Research Scientist,4,Married,4735,7,No,15,3,4,19,4,13,11,2,9,Adult,10+ Years,Low
29,No,Travel_Rarely,Sales,5,Medical,1,1669,Male,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,2,10,2,10,0,0,9,Adult,6-10 Years,Low
33,No,Travel_Rarely,Sales,2,Medical,1,1670,Male,2,Sales Executive,4,Divorced,5505,1,No,14,3,3,6,3,6,2,0,4,Adult,6-10 Years,Medium
32,No,Travel_Rarely,Research & Development,2,Medical,1,1671,Male,2,Research Scientist,2,Divorced,5470,0,No,13,3,3,10,2,9,5,1,6,Adult,6-10 Years,Medium
31,No,Travel_Rarely,Sales,5,Life Sciences,1,1673,Female,2,Sales Executive,4,Married,5476,1,No,11,3,1,10,3,10,0,0,2,Adult,6-10 Years,Medium
49,No,Travel_Rarely,Research & Development,16,Medical,1,1674,Female,1,Laboratory Technician,1,Divorced,2587,4,Yes,16,3,2,17,2,2,2,2,2,Elder,0-2 Years,Low
38,No,Travel_Frequently,Research & Development,2,Medical,1,1675,Female,1,Laboratory Technician,2,Single,2440,1,No,22,4,2,4,3,4,3,3,3,Adult,3-5 Years,Low
47,No,Travel_Rarely,Sales,2,Life Sciences,1,1676,Female,4,Manager,2,Divorced,15972,6,No,14,3,3,29,3,3,2,1,2,Elder,3-5 Years,High
49,No,Travel_Rarely,Research & Development,1,Life Sciences,1,1677,Male,4,Manager,3,Single,15379,4,No,14,3,1,23,3,8,7,0,0,Elder,6-10 Years,High
41,No,Travel_Rarely,Sales,23,Life Sciences,1,1678,Male,3,Sales Executive,3,Single,7082,3,Yes,16,3,4,21,3,2,0,0,2,Adult,0-2 Years,Medium
20,No,Travel_Rarely,Sales,9,Life Sciences,1,1680,Male,1,Sales Representative,1,Single,2728,1,No,11,3,1,2,3,2,2,0,2,Young Adult,0-2 Years,Low
33,No,Non-Travel,Sales,16,Life Sciences,1,1681,Female,2,Sales Executive,4,Divorced,5368,1,Yes,25,4,3,7,3,6,5,1,2,Adult,6-10 Years,Medium
36,No,Travel_Rarely,Research & Development,26,Life Sciences,1,1682,Male,2,Healthcare Representative,3,Married,5347,6,No,14,3,2,10,2,3,2,0,2,Adult,3-5 Years,Medium
44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,1683,Female,1,Human Resources,4,Divorced,3195,4,Yes,18,3,1,8,3,2,2,2,2,Adult,0-2 Years,Low
23,Yes,Travel_Rarely,Research & Development,8,Medical,1,1684,Male,1,Laboratory Technician,3,Single,3989,1,Yes,11,3,1,5,3,5,4,1,2,Young Adult,3-5 Years,Low
38,No,Travel_Rarely,Research & Development,4,Medical,1,1687,Female,1,Laboratory Technician,3,Married,3306,7,No,19,3,4,7,2,0,0,0,0,Adult,0-2 Years,Low
53,No,Travel_Rarely,Research & Development,24,Medical,1,1689,Male,3,Healthcare Representative,4,Married,7005,3,No,15,3,3,11,3,4,3,1,2,Elder,3-5 Years,Medium
48,Yes,Travel_Frequently,Sales,7,Medical,1,1691,Female,1,Sales Representative,3,Married,2655,2,Yes,11,3,3,19,3,9,7,7,7,Elder,6-10 Years,Low
32,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,1692,Male,1,Laboratory Technician,2,Single,1393,1,No,12,3,1,1,3,1,0,0,0,Adult,0-2 Years,Low
26,No,Non-Travel,Research & Development,7,Medical,1,1693,Male,1,Laboratory Technician,4,Single,2570,1,No,20,4,3,7,3,7,7,5,7,Adult,6-10 Years,Low
55,No,Travel_Rarely,Research & Development,22,Technical Degree,1,1694,Male,1,Research Scientist,2,Divorced,3537,5,No,12,3,4,8,3,4,2,1,2,Elder,3-5 Years,Low
34,No,Travel_Rarely,Research & Development,5,Medical,1,1696,Male,2,Laboratory Technician,4,Married,3986,1,No,14,3,3,15,4,15,10,4,13,Adult,10+ Years,Low
60,No,Travel_Rarely,Research & Development,1,Medical,1,1697,Male,3,Healthcare Representative,4,Divorced,10883,3,No,20,4,3,19,4,1,0,0,0,Elder,0-2 Years,High
33,No,Travel_Rarely,Research & Development,21,Medical,1,1698,Male,1,Laboratory Technician,2,Married,2028,1,No,18,3,4,14,3,14,11,2,13,Adult,10+ Years,Low
37,No,Travel_Frequently,Sales,1,Medical,1,1700,Male,2,Sales Executive,4,Divorced,9525,1,No,14,3,3,6,2,6,3,1,3,Adult,6-10 Years,Medium
34,No,Travel_Rarely,Research & Development,19,Life Sciences,1,1701,Female,1,Research Scientist,4,Married,2929,1,No,12,3,2,10,3,10,9,8,7,Adult,6-10 Years,Low
23,Yes,Travel_Rarely,Sales,7,Life Sciences,1,1702,Male,1,Sales Representative,4,Divorced,2275,1,Yes,21,4,2,3,3,3,2,0,2,Young Adult,3-5 Years,Low
44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1703,Female,3,Healthcare Representative,4,Married,7879,1,Yes,19,3,2,9,3,8,7,6,7,Adult,6-10 Years,Medium
35,No,Travel_Frequently,Research & Development,2,Medical,1,1704,Male,1,Research Scientist,4,Single,4930,0,Yes,14,3,3,6,4,5,4,1,4,Adult,3-5 Years,Low
43,No,Travel_Rarely,Sales,2,Medical,1,1706,Male,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,10,3,10,9,8,8,Adult,6-10 Years,Medium
24,No,Travel_Rarely,Research & Development,9,Medical,1,1707,Male,1,Research Scientist,3,Married,4401,1,No,16,3,4,5,3,5,3,0,4,Young Adult,3-5 Years,Low
41,No,Travel_Rarely,Sales,6,Marketing,1,1708,Male,3,Sales Executive,3,Single,9241,1,No,12,3,2,10,3,10,8,8,7,Adult,6-10 Years,Medium
29,No,Travel_Rarely,Research & Development,9,Medical,1,1709,Female,1,Laboratory Technician,3,Married,2974,9,No,17,3,3,9,3,5,3,1,2,Adult,3-5 Years,Low
36,No,Travel_Rarely,Sales,2,Life Sciences,1,1710,Female,2,Sales Representative,4,Single,4502,3,No,15,3,3,17,2,13,7,6,7,Adult,10+ Years,Low
45,No,Non-Travel,Research & Development,1,Life Sciences,1,1712,Male,3,Healthcare Representative,3,Married,10748,3,No,23,4,4,25,2,23,15,14,4,Elder,10+ Years,High
24,Yes,Travel_Rarely,Human Resources,22,Human Resources,1,1714,Male,1,Human Resources,3,Married,1555,1,No,11,3,3,1,3,1,0,0,0,Young Adult,0-2 Years,Low
47,Yes,Travel_Frequently,Sales,9,Life Sciences,1,1716,Male,4,Sales Executive,3,Married,12936,7,No,11,3,3,25,1,23,5,14,10,Elder,10+ Years,High
26,No,Travel_Rarely,Research & Development,17,Medical,1,1718,Male,1,Laboratory Technician,3,Married,2305,1,No,15,3,3,3,4,3,2,0,2,Adult,3-5 Years,Low
45,No,Travel_Rarely,Research & Development,28,Technical Degree,1,1719,Female,4,Research Director,2,Single,16704,1,No,11,3,3,21,3,21,6,8,6,Elder,10+ Years,High
32,No,Travel_Frequently,Research & Development,10,Life Sciences,1,1720,Male,1,Research Scientist,3,Married,3433,6,No,13,3,1,10,2,5,2,1,3,Adult,3-5 Years,Low
31,No,Travel_Rarely,Research & Development,2,Life Sciences,1,1721,Male,1,Laboratory Technician,3,Married,3477,1,No,14,3,4,6,4,5,2,0,3,Adult,3-5 Years,Low
41,No,Non-Travel,Human Resources,4,Human Resources,1,1722,Male,2,Human Resources,2,Married,6430,6,No,19,3,2,10,3,3,2,1,2,Adult,3-5 Years,Medium
40,No,Travel_Rarely,Research & Development,8,Life Sciences,1,1724,Female,2,Manufacturing Director,1,Married,6516,2,Yes,16,3,2,18,3,1,0,0,0,Adult,0-2 Years,Medium
24,No,Travel_Rarely,Research & Development,29,Medical,1,1725,Male,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,2,6,4,6,2,1,2,Young Adult,6-10 Years,Low
46,No,Travel_Rarely,Research & Development,13,Life Sciences,1,1727,Male,2,Healthcare Representative,2,Single,5562,6,No,14,3,4,19,3,10,7,0,9,Elder,6-10 Years,Medium
35,No,Travel_Rarely,Research & Development,27,Life Sciences,1,1728,Male,2,Manufacturing Director,3,Married,6883,2,No,16,3,2,17,3,7,7,0,7,Adult,6-10 Years,Medium
30,No,Travel_Rarely,Research & Development,16,Life Sciences,1,1729,Male,1,Research Scientist,4,Married,2862,1,No,12,3,2,10,2,10,0,0,8,Adult,6-10 Years,Low
47,No,Non-Travel,Sales,2,Marketing,1,1731,Male,2,Sales Executive,2,Married,4978,7,No,11,3,4,4,1,1,0,0,0,Elder,0-2 Years,Low
46,No,Travel_Rarely,Sales,2,Life Sciences,1,1732,Male,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,2,13,2,10,6,0,3,Elder,6-10 Years,High
36,Yes,Travel_Rarely,Sales,13,Marketing,1,1733,Male,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,2,16,3,2,2,2,2,Adult,0-2 Years,Medium
32,Yes,Travel_Rarely,Sales,1,Life Sciences,1,1734,Male,2,Sales Executive,2,Single,6735,6,No,15,3,2,10,3,0,0,0,0,Adult,0-2 Years,Medium
23,No,Travel_Rarely,Research & Development,4,Medical,1,1735,Female,1,Laboratory Technician,2,Single,3295,1,No,13,3,3,3,1,3,2,1,2,Young Adult,3-5 Years,Low
31,No,Travel_Frequently,Research & Development,24,Technical Degree,1,1736,Female,2,Manufacturing Director,4,Single,5238,2,No,20,4,4,9,2,5,4,1,4,Adult,3-5 Years,Medium
39,No,Non-Travel,Research & Development,1,Life Sciences,1,1737,Male,2,Laboratory Technician,4,Married,6472,1,Yes,15,3,4,9,3,9,8,5,8,Adult,6-10 Years,Medium
32,No,Travel_Rarely,Sales,19,Life Sciences,1,1739,Male,3,Sales Executive,3,Married,9610,3,No,13,3,3,10,1,4,3,0,2,Adult,3-5 Years,Medium
40,No,Travel_Rarely,Sales,7,Medical,1,1740,Male,5,Manager,2,Single,19833,1,No,14,3,2,21,2,21,8,12,8,Adult,10+ Years,High
45,No,Travel_Rarely,Human Resources,4,Life Sciences,1,1744,Female,3,Human Resources,3,Married,9756,4,No,21,4,3,9,4,5,0,0,3,Elder,3-5 Years,Medium
30,No,Travel_Frequently,Research & Development,2,Technical Degree,1,1745,Female,1,Research Scientist,1,Single,4968,0,No,16,3,4,10,3,9,7,0,7,Adult,6-10 Years,Low
24,No,Travel_Frequently,Human Resources,10,Medical,1,1746,Male,1,Human Resources,4,Married,2145,0,No,14,3,4,3,3,2,2,2,1,Young Adult,0-2 Years,Low
30,Yes,Travel_Frequently,Human Resources,8,Human Resources,1,1747,Female,1,Human Resources,4,Divorced,2180,6,No,11,3,3,6,2,4,2,1,2,Adult,3-5 Years,Low
31,No,Travel_Rarely,Sales,5,Technical Degree,1,1749,Male,2,Sales Executive,3,Married,8346,1,No,19,3,3,6,3,5,2,0,2,Adult,3-5 Years,Medium
27,No,Travel_Rarely,Research & Development,8,Medical,1,1751,Female,1,Research Scientist,4,Single,3445,1,No,11,3,3,6,2,6,2,1,4,Adult,6-10 Years,Low
29,Yes,Travel_Rarely,Sales,9,Marketing,1,1752,Female,1,Sales Representative,2,Single,2760,1,No,13,3,3,2,3,2,2,2,2,Adult,0-2 Years,Low
29,No,Travel_Frequently,Research & Development,1,Life Sciences,1,1753,Male,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,4,10,4,3,2,0,2,Adult,3-5 Years,Medium
30,No,Travel_Rarely,Sales,15,Marketing,1,1754,Male,3,Sales Executive,1,Divorced,7140,2,No,11,3,1,12,3,7,7,1,7,Adult,6-10 Years,Medium
34,No,Travel_Rarely,Research & Development,2,Medical,1,1755,Male,1,Research Scientist,4,Married,2932,0,Yes,14,3,1,6,3,5,0,1,2,Adult,3-5 Years,Low
33,No,Non-Travel,Sales,2,Marketing,1,1756,Female,2,Sales Executive,2,Single,5147,8,No,15,3,4,13,2,11,7,1,7,Adult,10+ Years,Medium
49,No,Travel_Rarely,Sales,11,Marketing,1,1757,Female,2,Sales Executive,4,Single,4507,3,No,12,3,3,8,4,5,1,0,4,Elder,3-5 Years,Low
33,Yes,Travel_Rarely,Sales,16,Life Sciences,1,1758,Female,3,Sales Executive,1,Single,8564,2,Yes,20,4,3,11,2,0,0,0,0,Adult,0-2 Years,Medium
38,No,Travel_Frequently,Research & Development,2,Medical,1,1760,Female,1,Laboratory Technician,2,Married,2468,4,No,14,3,2,9,2,6,1,0,5,Adult,6-10 Years,Low
31,Yes,Travel_Rarely,Sales,16,Marketing,1,1761,Male,3,Sales Executive,3,Married,8161,2,No,13,3,1,10,3,1,0,0,0,Adult,0-2 Years,Medium
29,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1762,Female,1,Research Scientist,1,Divorced,2109,1,No,13,3,3,1,3,1,0,0,0,Adult,0-2 Years,Low
30,No,Travel_Rarely,Research & Development,16,Life Sciences,1,1763,Male,2,Healthcare Representative,3,Married,5294,3,No,16,3,3,10,3,7,0,1,7,Adult,6-10 Years,Medium
32,No,Non-Travel,Research & Development,5,Technical Degree,1,1764,Male,1,Research Scientist,2,Single,2718,2,No,14,3,2,12,3,7,7,0,7,Adult,6-10 Years,Low
38,No,Travel_Rarely,Research & Development,18,Medical,1,1766,Male,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,3,15,3,1,0,1,0,Adult,0-2 Years,Medium
43,Yes,Travel_Frequently,Research & Development,17,Technical Degree,1,1767,Male,1,Research Scientist,3,Married,2437,9,Yes,16,3,4,6,3,1,0,0,0,Adult,0-2 Years,Low
42,No,Travel_Rarely,Research & Development,12,Medical,1,1768,Male,1,Laboratory Technician,2,Divorced,2766,8,No,22,4,2,7,2,5,3,0,4,Adult,3-5 Years,Low
55,No,Travel_Rarely,Research & Development,2,Medical,1,1770,Male,5,Research Director,1,Married,19038,8,No,12,3,2,34,3,1,0,0,0,Elder,0-2 Years,High
33,No,Non-Travel,Research & Development,4,Technical Degree,1,1771,Male,2,Research Scientist,2,Divorced,3055,5,No,15,3,4,11,2,9,8,1,7,Adult,6-10 Years,Low
41,No,Travel_Rarely,Research & Development,9,Life Sciences,1,1772,Male,1,Laboratory Technician,1,Divorced,2289,1,No,20,4,2,5,3,5,3,0,4,Adult,3-5 Years,Low
34,No,Non-Travel,Sales,10,Life Sciences,1,1774,Male,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,3,15,3,15,14,0,7,Adult,10+ Years,Low
53,No,Non-Travel,Research & Development,1,Medical,1,1775,Female,4,Manufacturing Director,3,Married,12965,4,Yes,20,4,4,27,2,3,2,0,2,Elder,3-5 Years,High
43,No,Travel_Rarely,Human Resources,2,Life Sciences,1,1778,Male,1,Human Resources,4,Single,3539,0,No,13,3,2,10,3,9,7,1,8,Adult,6-10 Years,Low
